1               277.994370      14.482117       277.994370      0.052095        0.052095       
2               416.933328      35.380066       346.123637      0.050123        0.102218       
3               417.419080      56.296936       369.577071      0.050110        0.152328       
4               368.138915      74.745850       369.221059      0.050114        0.202442       
5               385.651476      94.072388       372.481302      0.050114        0.252556       
6               384.286134      113.326660      374.435539      0.050104        0.302660       
7               384.224227      132.576294      375.825757      0.050100        0.352760       
8               386.423191      151.934937      377.143593      0.050097        0.402857       
9               374.322881      170.684021      376.831671      0.050088        0.452945       
10              375.220100      189.477295      376.671209      0.050086        0.503031       
11              418.657008      210.445312      380.472980      0.050084        0.553115       
12              401.100358      230.531616      382.185497      0.050078        0.603193       
13              387.552157      249.939453      382.596890      0.050078        0.653271       
14              382.808249      269.110107      382.611939      0.050079        0.703350       
15              383.868072      288.333069      382.695429      0.050077        0.753427       
16              373.094730      307.016907      382.097071      0.050078        0.803505       
17              393.019018      326.698120      382.737827      0.050077        0.853582       
18              411.121668      347.286682      384.310800      0.050079        0.903661       
19              414.910160      368.072021      385.918029      0.050096        0.953757       
20              382.935769      387.250977      385.769237      0.050084        1.003841       
21              384.447519      406.507568      385.706421      0.050089        1.053930       
22              382.824432      425.682861      385.575666      0.050089        1.104019       
23              388.529062      445.125244      385.703728      0.050041        1.154060       
24              376.867657      464.001038      385.336195      0.050086        1.204146       
25              414.523633      484.764526      386.501844      0.050090        1.254236       
26              419.284033      505.765625      387.760729      0.050088        1.304324       
27              391.307365      525.366211      387.891893      0.050090        1.354414       
28              380.628921      544.431152      387.632878      0.050088        1.404502       
29              385.006451      563.716125      387.542435      0.050090        1.454592       
30              383.612129      582.931641      387.411595      0.050091        1.504683       
31              381.539184      602.042175      387.222411      0.050088        1.554771       
32              393.775202      621.768738      387.426957      0.050096        1.604867       
33              415.593784      642.592896      388.279753      0.050107        1.654974       
34              398.315783      662.542542      388.574555      0.050085        1.705059       
35              382.191751      681.684998      388.392411      0.050086        1.755145       
36              387.935047      701.115112      388.379721      0.050086        1.805231       
37              382.738246      720.285706      388.227418      0.050088        1.855319       
38              388.479319      739.743469      388.234040      0.050087        1.905406       
39              392.667588      759.411011      388.347599      0.050087        1.955493       
40              413.618280      780.129150      388.978741      0.050090        2.005583       
41              398.568539      800.092651      389.212404      0.050088        2.055671       
42              388.978029      819.576172      389.206829      0.050089        2.105760       
43              382.249862      838.723450      389.045184      0.050091        2.155851       
44              390.307318      858.295410      389.073874      0.050145        2.205996       
45              384.111105      877.524780      388.963750      0.050062        2.256058       
46              380.430012      896.580139      388.778399      0.050089        2.306147       
47              413.781829      917.306885      389.309944      0.050091        2.356238       
48              418.735681      938.280518      389.922445      0.050088        2.406326       
49              378.475484      957.237976      389.689029      0.050089        2.456415       
50              384.038954      976.474487      389.576118      0.050090        2.506505       
51              388.303298      995.924988      389.551180      0.050091        2.556596       
52              382.957252      1015.106934     389.424473      0.050089        2.606685       
53              383.533273      1034.318115     389.313403      0.050090        2.656775       
54              410.624070      1054.885864     389.707745      0.050089        2.706864       
55              405.390466      1075.191467     389.992672      0.050089        2.756953       
56              394.851186      1095.788879     390.082894      0.052165        2.809118       
57              386.887124      1115.161865     390.026926      0.050074        2.859192       
58              383.936954      1134.392883     389.922075      0.050089        2.909281       
59              385.640852      1153.708862     389.849614      0.050088        2.959369       
60              385.806140      1173.032349     389.782319      0.050086        3.009455       
61              394.960458      1192.815918     389.867094      0.050090        3.059545       
62              407.994857      1213.252380     390.159096      0.050090        3.109635       
63              408.878277      1233.733093     390.455844      0.050090        3.159725       
64              385.085566      1253.020874     390.372045      0.050087        3.209812       
65              384.564984      1272.284119     390.282815      0.050091        3.259903       
66              388.369981      1291.737183     390.253868      0.050089        3.309992       
67              384.607549      1310.993713     390.169733      0.050068        3.360060       
68              385.664835      1330.311279     390.103564      0.050089        3.410149       
69              400.634527      1350.378662     390.256006      0.050089        3.460238       
70              369.248682      1368.874329     389.956246      0.050090        3.510328       
71              331.903643      1385.498718     389.139561      0.050088        3.560416       
72              367.405029      1403.902771     388.838017      0.050092        3.610508       
73              382.899315      1423.082581     388.756753      0.050091        3.660599       
74              385.770457      1442.405823     388.716441      0.050090        3.710689       
75              380.754142      1461.477417     388.610393      0.050089        3.760778       
76              403.594346      1481.693054     388.807338      0.050089        3.810867       
77              406.774319      1502.068787     389.040437      0.050091        3.860958       
78              396.877168      1521.949158     389.140808      0.050092        3.911050       
79              394.391441      1543.249451     389.212327      0.054008        3.965058       
80              384.682616      1562.512817     389.155833      0.050076        4.015134       
81              384.333663      1581.759094     389.096432      0.050077        4.065211       
82              377.199459      1600.653015     388.951626      0.050090        4.115301       
83              397.190949      1620.547913     389.050704      0.050089        4.165390       
84              385.450439      1639.855896     389.007923      0.050092        4.215482       
85              334.332812      1656.601624     388.365919      0.050087        4.265569       
86              339.115612      1673.587585     387.794303      0.050089        4.315658       
87              372.181596      1692.241699     387.615062      0.050121        4.365779       
88              380.340777      1711.292969     387.532549      0.050090        4.415869       
89              391.427495      1730.899963     387.576235      0.050091        4.465960       
90              376.282737      1749.748718     387.450968      0.050092        4.516052       
91              417.946613      1770.684082     387.785508      0.050091        4.566143       
92              415.360307      1791.486572     388.084676      0.050083        4.616226       
